customerID,Churn,Genero,Idoso,Parceiro,Dependentes,Meses_Cliente,Servico_Celular,Linhas_Adicionais,Servico_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,TV_Streaming,Filmes_Streaming,Contrato,Faturamento_Sem_Papel,Metodo_de_Pagamento,Faturamento_Mensal,Faturamento_Total,Contas_Diarias,Churn_Num
0214-JHPFW,Não,Feminino,Não,Sim,Não,70,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Transferência Bancária (Automática),57.8,4039.3,1.9266666666666665,0
0215-BQKGS,Não,Masculino,Não,Não,Não,30,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Mensal,Sim,Cartão de Crédito (Automático),84.3,2438.6,2.81,0
0218-QNVAS,Não,Masculino,Não,Sim,Sim,71,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,1 Ano,Não,Transferência Bancária (Automática),100.55,7113.75,3.3516666666666666,0
0219-QAERP,Não,Masculino,Não,Sim,Não,30,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cartão de Crédito (Automático),19.8,576.65,0.66,0
0219-YTZUE,Sim,Masculino,Não,Sim,Sim,4,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Transferência Bancária (Automática),84.8,371.9,2.8266666666666667,1
0220-EBGCE,Sim,Masculino,Não,Não,Não,2,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,85.85,167.3,2.8616666666666664,1
0221-NAUXK,Não,Masculino,Não,Não,Sim,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Sim,Transferência Bancária (Automática),19.95,219.5,0.6649999999999999,0
0221-WMXNQ,Não,Masculino,Sim,Não,Não,4,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,75.35,273.4,2.5116666666666663,0
0222-CNVPT,Não,Masculino,Sim,Não,Não,52,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de Crédito (Automático),48.8,2555.05,1.6266666666666665,0
0224-HJAPT,Sim,Masculino,Não,Não,Não,5,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,47.15,223.15,1.5716666666666665,1
0224-NIJLP,Não,Masculino,Não,Sim,Sim,8,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cheque Enviado,20.15,165.5,0.6716666666666666,0
0224-RLWWD,Não,Feminino,Sim,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,44.3,89.3,1.4766666666666666,0
0225-ZORZP,Não,Masculino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cheque Eletrônico,84.3,235.05,2.81,0
0228-MAUWC,Não,Masculino,Não,Não,Não,19,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque Eletrônico,59.55,1144.6,1.9849999999999999,0
0229-LFJAF,Não,Masculino,Não,Não,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,2 Anos,Não,Transferência Bancária (Automática),69.65,4908.25,2.3216666666666668,0
0230-UBYPQ,Não,Masculino,Sim,Sim,Não,63,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,1 Ano,Não,Transferência Bancária (Automática),36.1,2298.9,1.2033333333333334,0
0230-WEQUW,Não,Masculino,Não,Sim,Não,66,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Não,2 Anos,Sim,Transferência Bancária (Automática),56.6,3789.2,1.8866666666666667,0
0231-LXVAP,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque Eletrônico,75.9,75.9,2.5300000000000002,1
0233-FTHAV,Não,Feminino,Não,Não,Não,60,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,1 Ano,Sim,Transferência Bancária (Automática),79.2,4765,2.64,0
0234-TEVTT,Não,Feminino,Não,Sim,Sim,48,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Não,Não,Sim,1 Ano,Não,Cartão de Crédito (Automático),45.0,2196.3,1.5,0
0235-KGSLC,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartão de Crédito (Automático),85.55,85.55,2.8516666666666666,1
0236-HFWSV,Sim,Masculino,Não,Não,Não,15,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,93.35,1444.65,3.1116666666666664,1
0237-YFUTL,Não,Feminino,Não,Sim,Não,50,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Transferência Bancária (Automática),109.65,5405.8,3.6550000000000002,0
0238-WHBIQ,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Cartão de Crédito (Automático),89.7,6339.3,2.99,0
0239-OXEXL,Não,Feminino,Não,Não,Não,46,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque Enviado,84.25,3847.6,2.808333333333333,0
0244-LGNFY,Não,Feminino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Transferência Bancária (Automática),92.65,6733,3.0883333333333334,0
0247-SLUJI,Não,Masculino,Não,Sim,Sim,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,19.7,19.7,0.6566666666666666,0
0248-IPDFW,Não,Feminino,Não,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,50.1,50.1,1.6700000000000002,0
0248-PGHBZ,Não,Feminino,Sim,Não,Não,67,Sim,Não,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Não,2 Anos,Sim,Transferência Bancária (Automática),92.45,6140.85,3.0816666666666666,0
0253-ZTEOB,Não,Feminino,Não,Sim,Sim,48,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Sim,2 Anos,Não,Cheque Eletrônico,79.65,3870.3,2.6550000000000002,0
0254-FNMCI,Não,Feminino,Não,Não,Não,72,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Cheque Eletrônico,109.9,7624.2,3.6633333333333336,0
0254-KCJGT,Não,Masculino,Não,Sim,Não,52,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,1 Ano,Sim,Cartão de Crédito (Automático),81.4,4354.45,2.7133333333333334,0
0254-WWRKD,Não,Feminino,Não,Sim,Sim,67,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,1 Ano,Não,Cartão de Crédito (Automático),50.55,3431.75,1.6849999999999998,0
0256-LTHVJ,Sim,Feminino,Não,Sim,Sim,28,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,81.05,2227.1,2.7016666666666667,1
0257-KXZGU,Não,Feminino,Não,Sim,Sim,32,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência Bancária (Automática),62.45,2045.55,2.0816666666666666,0
0257-ZESQC,Sim,Feminino,Sim,Sim,Não,27,Sim,Não,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transferência Bancária (Automática),75.2,1929.35,2.506666666666667,1
0258-NOKBL,Não,Masculino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Não,Cheque Eletrônico,90.4,268.45,3.0133333333333336,0
0259-GBZSH,Sim,Masculino,Não,Não,Não,2,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,85.65,181.5,2.855,1
0260-ZDLGK,Sim,Feminino,Não,Não,Sim,9,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque Enviado,72.9,651.4,2.43,1
0263-FJTQO,Não,Masculino,Não,Sim,Sim,50,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,2 Anos,Sim,Cartão de Crédito (Automático),70.5,3486.65,2.35,0
0264-CNITK,Não,Feminino,Não,Sim,Sim,71,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Transferência Bancária (Automática),20.1,1389.6,0.67,0
0265-EDXBD,Sim,Masculino,Sim,Sim,Não,32,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,74.9,2303.35,2.496666666666667,1
0265-PSUAE,Não,Feminino,Não,Sim,Sim,16,Sim,Não,Fibra Óptica,Sim,Não,Sim,Não,Sim,Sim,Mensal,Não,Transferência Bancária (Automática),100.7,1522.7,3.356666666666667,0
0266-CLZKZ,Não,Feminino,Não,Sim,Sim,67,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),105.65,6717.9,3.521666666666667,0
0266-GMEAO,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Cartão de Crédito (Automático),114.3,8058.55,3.81,0
0268-QKIWO,Sim,Feminino,Não,Não,Não,3,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Eletrônico,19.75,58.85,0.6583333333333333,1
0269-XFESX,Não,Masculino,Não,Sim,Sim,23,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,24.35,538.5,0.8116666666666668,0
0270-THENM,Não,Masculino,Não,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,2 Anos,Não,Transferência Bancária (Automática),69.85,5102.35,2.328333333333333,0
0274-JKUJR,Não,Masculino,Não,Sim,Sim,7,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque Enviado,58.85,465.7,1.9616666666666667,0
0277-BKSQP,Não,Masculino,Não,Sim,Sim,8,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,54.4,475.1,1.8133333333333332,0
0277-ORXQS,Não,Masculino,Não,Sim,Sim,66,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Sim,Sim,2 Anos,Não,Transferência Bancária (Automática),50.55,3364.55,1.6849999999999998,0
0278-YXOOG,Sim,Masculino,Não,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,21.05,113.85,0.7016666666666667,1
0280-XJGEX,Sim,Masculino,Não,Não,Não,49,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência Bancária (Automática),103.7,5036.3,3.4566666666666666,1
0281-CNTZX,Não,Masculino,Não,Sim,Não,63,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Transferência Bancária (Automática),19.95,1234.8,0.6649999999999999,0
0282-NVSJS,Não,Feminino,Sim,Sim,Sim,12,Não,Sem serviço de telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque Enviado,29.3,355.9,0.9766666666666667,0
0285-INHLN,Não,Masculino,Não,Sim,Sim,27,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito (Automático),54.75,1510.3,1.825,0
0289-IVARM,Não,Feminino,Não,Não,Não,35,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Cheque Eletrônico,60.55,1982.6,2.018333333333333,0
0292-WEGCH,Não,Feminino,Não,Sim,Sim,54,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque Eletrônico,86.2,4524.05,2.8733333333333335,0
0295-PPHDO,Sim,Masculino,Não,Não,Não,1,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,95.45,95.45,3.1816666666666666,1
0295-QVKPB,Não,Masculino,Não,Não,Não,5,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Cartão de Crédito (Automático),63.95,318.1,2.131666666666667,0
0297-RBCSG,Não,Masculino,Não,Não,Não,19,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,1 Ano,Sim,Transferência Bancária (Automática),65.35,1231.85,2.1783333333333332,0
0298-XACET,Não,Masculino,Não,Sim,Sim,52,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Não,2 Anos,Não,Cheque Enviado,50.2,2554,1.6733333333333333,0
0301-FIDRB,Não,Feminino,Não,Sim,Sim,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Transferência Bancária (Automática),63.8,4684.3,2.1266666666666665,0
0301-KOBTQ,Não,Masculino,Não,Não,Não,32,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Transferência Bancária (Automática),20.05,614.45,0.6683333333333333,0
0302-JOIVN,Sim,Feminino,Não,Sim,Não,8,Sim,Não,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque Eletrônico,101.15,842.9,3.371666666666667,1
0303-UNCIP,Não,Masculino,Não,Não,Não,41,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,1 Ano,Não,Cheque Enviado,65.0,2531.8,2.1666666666666665,0
0303-WMMRN,Não,Masculino,Não,Não,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque Enviado,19.25,86.05,0.6416666666666667,0
0305-SQECB,Não,Feminino,Não,Não,Sim,11,Não,Sem serviço de telefone,DSL,Sim,Não,Não,Sim,Não,Não,1 Ano,Sim,Cheque Enviado,36.05,402.6,1.2016666666666667,0
0306-JAELE,Sim,Masculino,Não,Não,Não,5,Sim,Não,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque Eletrônico,96.1,453.4,3.203333333333333,1
0307-BCOPK,Não,Feminino,Não,Não,Não,16,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,1 Ano,Não,Cheque Enviado,19.05,326.65,0.635,0
0308-GIQJT,Não,Masculino,Sim,Não,Não,71,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,1 Ano,Não,Transferência Bancária (Automática),105.75,7382.85,3.525,0
0308-IVGOK,Não,Feminino,Não,Não,Não,11,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Não,Não,1 Ano,Sim,Cartão de Crédito (Automático),40.4,422.6,1.3466666666666667,0
0310-MVLET,Sim,Feminino,Não,Sim,Sim,61,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,99.15,6010.05,3.305,1
0310-SUCIN,Não,Feminino,Não,Sim,Não,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,1 Ano,Sim,Transferência Bancária (Automática),84.8,6046.1,2.8266666666666667,0
0310-VQXAM,Não,Masculino,Não,Não,Não,9,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,19.85,178.8,0.6616666666666667,0
0311-QYWSS,Não,Feminino,Não,Não,Não,6,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,49.45,314.6,1.6483333333333334,0
0311-UNPFF,Sim,Feminino,Não,Não,Não,26,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência Bancária (Automática),88.8,2274.35,2.96,1
0314-TKOSI,Não,Feminino,Não,Não,Não,6,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque Enviado,55.15,322.9,1.8383333333333334,0
0315-LVCRK,Não,Masculino,Não,Não,Não,11,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Cheque Eletrônico,84.8,888.75,2.8266666666666667,0
0318-QUUOB,Sim,Masculino,Não,Sim,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,80.55,80.55,2.685,1
0318-ZOPWS,Não,Feminino,Não,Sim,Não,49,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Transferência Bancária (Automática),20.15,973.35,0.6716666666666666,0
0319-QZTCO,Não,Feminino,Não,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cartão de Crédito (Automático),58.7,168.6,1.9566666666666668,0
0320-DWVTU,Não,Feminino,Não,Não,Não,53,Sim,Não,Fibra Óptica,Sim,Sim,Sim,Sim,Não,Sim,2 Anos,Não,Cheque Enviado,99.5,5424.25,3.316666666666667,0
0320-JDNQG,Sim,Masculino,Não,Sim,Sim,23,Sim,Não,Fibra Óptica,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cheque Eletrônico,99.85,2331.3,3.328333333333333,1
0322-CHQRU,Sim,Masculino,Não,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,45.35,89.5,1.5116666666666667,1
0322-YINQP,Sim,Masculino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Enviado,48.55,48.55,1.6183333333333332,1
0323-XWWTN,Não,Masculino,Não,Não,Sim,3,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Cheque Enviado,26.4,121.25,0.88,0
0324-BRPCJ,Sim,Feminino,Sim,Sim,Não,68,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,100.2,6851.65,3.3400000000000003,1
0325-XBFAC,Sim,Masculino,Não,Não,Não,8,Sim,Não,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,94.7,740.3,3.1566666666666667,1
0326-VDYXE,Não,Feminino,Não,Sim,Não,70,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,1 Ano,Sim,Cheque Eletrônico,97.65,6982.5,3.2550000000000003,0
0327-WFZSY,Não,Masculino,Não,Sim,Sim,39,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,1 Ano,Não,Cheque Eletrônico,100.0,3835.55,3.3333333333333335,0
0328-GRPMV,Sim,Feminino,Não,Não,Não,1,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,70.1,70.1,2.3366666666666664,1
0329-GTIAJ,Sim,Feminino,Não,Não,Não,3,Sim,Não,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cheque Eletrônico,97.9,315.3,3.2633333333333336,1
0330-BGYZE,Não,Masculino,Não,Sim,Não,60,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,1 Ano,Não,Transferência Bancária (Automática),102.5,6157.6,3.4166666666666665,0
0330-IVZHA,Sim,Feminino,Não,Sim,Não,5,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,69.95,330.15,2.3316666666666666,1
0334-GDDSO,Sim,Masculino,Sim,Não,Não,3,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque Eletrônico,81.35,233.7,2.7116666666666664,1
0334-ZFJSR,Não,Feminino,Não,Sim,Não,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,1 Ano,Sim,Cartão de Crédito (Automático),66.05,3462.1,2.2016666666666667,0
0336-KXKFK,Não,Masculino,Não,Não,Não,72,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Sim,Sim,2 Anos,Sim,Cartão de Crédito (Automático),61.2,4390.25,2.04,0
0336-PIKEI,Não,Masculino,Sim,Sim,Não,72,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,2 Anos,Não,Transferência Bancária (Automática),74.4,5360.75,2.48,0
0337-CNPZE,Sim,Feminino,Não,Não,Não,41,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,106.3,4443.45,3.5433333333333334,1
0343-QLUZP,Não,Masculino,Não,Não,Não,60,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,2 Anos,Não,Transferência Bancária (Automática),39.6,2424.5,1.32,0
0345-HKJVM,Sim,Feminino,Não,Não,Não,6,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque Eletrônico,89.3,577.6,2.9766666666666666,1
0345-XMMUG,Não,Feminino,Não,Sim,Não,46,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,2 Anos,Sim,Cartão de Crédito (Automático),108.9,4854.3,3.6300000000000003,0
0347-UBKUZ,Não,Feminino,Não,Não,Não,15,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,19.9,320.45,0.6633333333333333,0
0348-SDKOL,Sim,Feminino,Não,Sim,Não,58,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de Crédito (Automático),102.1,5885.4,3.4033333333333333,1
0354-VXMJC,Não,Masculino,Não,Sim,Sim,23,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),19.6,426.65,0.6533333333333334,0
0354-WYROK,Sim,Feminino,Sim,Sim,Sim,31,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque Eletrônico,98.9,2911.3,3.296666666666667,1
0356-ERHVT,Não,Masculino,Não,Sim,Não,11,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência Bancária (Automática),45.9,521.9,1.53,0
0356-OBMAC,Não,Feminino,Sim,Não,Não,56,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Não,2 Anos,Sim,Transferência Bancária (Automática),99.9,5706.3,3.33,0
0357-NVCRI,Não,Feminino,Não,Não,Sim,25,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de Crédito (Automático),20.05,471.7,0.6683333333333333,0
0361-HJRDX,Não,Feminino,Não,Não,Não,68,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Cartão de Crédito (Automático),64.35,4539.6,2.145,0
0362-RAOQO,Não,Feminino,Não,Não,Não,40,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Não,Cartão de Crédito (Automático),19.65,830.25,0.6549999999999999,0
0362-ZBZWJ,Sim,Masculino,Não,Não,Não,36,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque Eletrônico,84.9,3067.2,2.83,1
0363-QJVFX,Sim,Masculino,Não,Não,Não,32,Sim,Sim,Fibra Óptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de Crédito (Automático),108.15,3432.9,3.605,1
0363-SVHYR,Não,Masculino,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 Anos,Não,Transferência Bancária (Automática),86.85,6263.8,2.895,0
0365-BZUWY,Não,Masculino,Não,Sim,Não,17,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque Eletrônico,102.55,1742.5,3.4183333333333334,0
0365-GXEZS,Não,Masculino,Não,Sim,Não,18,Sim,Não,Fibra Óptica,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque Eletrônico,78.2,1468.75,2.606666666666667,0
0365-TRTPY,Não,Feminino,Não,Não,Não,37,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Mensal,Não,Transferência Bancária (Automática),91.2,3382.3,3.04,0
0366-NQSHS,Não,Masculino,Não,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque Enviado,19.35,46.35,0.645,0
0369-ZGOVK,Não,Feminino,Não,Sim,Sim,28,Sim,Não,Fibra Óptica,Não,Não,Não,Não,Não,Não,1 Ano,Sim,Transferência Bancária (Automática),70.4,1992.2,2.3466666666666667,0
0373-AIVNJ,Não,Masculino,Não,Não,Não,9,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Não,Não,Não,1 Ano,Não,Cheque Enviado,39.55,373,1.3183333333333331,0
0374-AACSZ,Não,Feminino,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,50.15,50.15,1.6716666666666666,0
0374-FIUCA,Não,Masculino,Não,Sim,Não,65,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,2 Anos,Sim,Cartão de Crédito (Automático),20.4,1414.45,0.6799999999999999,0
0374-IOEGQ,Não,Feminino,Não,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque Eletrônico,44.6,122.7,1.4866666666666668,0
0375-HVGXO,Sim,Feminino,Não,Não,Não,1,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque Eletrônico,34.7,34.7,1.1566666666666667,1
